id,produce_type,name,method,drying_temperature_C,typical_drying_time_min
1628,Vegetable,Chili Pepper,Sun,34.9,774
1629,Fruit,Apple,Sun,41.9,972
1630,Vegetable,Bell Pepper,Hot-Air,62.6,433
1631,Vegetable,Okra,Freeze-Drying,-6.1,1541
1632,Vegetable,Coriander Leaves,Freeze-Drying,6.2,1980
1633,Fruit,Watermelon,Sun,46.6,1215
1634,Fruit,Guava,Microwave,67.1,79
1635,Fruit,Orange,Microwave,67.7,17
1636,Fruit,Grapes,Sun,30.5,1453
1637,Vegetable,Mint Leaves,Microwave,65.8,60
1638,Fruit,Watermelon,Solar,57.1,655
1639,Vegetable,Bitter Gourd,Solar,59.7,584
1640,Vegetable,Onion,Sun,34.6,1146
1641,Fruit,Jackfruit,Microwave,71.9,88
1642,Fruit,Sapota,Microwave,51.8,13
1643,Vegetable,Carrot,Freeze-Drying,-8.0,1256
1644,Fruit,Pomegranate,Sun,38.5,1128
1645,Fruit,Lemon,Vacuum,42.9,314
1646,Vegetable,Eggplant,Sun,34.6,1124
1647,Vegetable,Garlic,Vacuum,43.2,719
1648,Fruit,Pomegranate,Sun,46.9,1015
1649,Vegetable,Garlic,Freeze-Drying,22.8,1484
1650,Vegetable,Cucumber,Freeze-Drying,12.2,1032
1651,Fruit,Guava,Solar,62.4,799
1652,Fruit,Guava,Solar,51.8,645
1653,Fruit,Apricot,Solar,39.6,1109
1654,Fruit,Lemon,Vacuum,56.4,685
1655,Fruit,Blueberry,Vacuum,47.9,244
1656,Vegetable,Garlic,Solar,63.2,570
1657,Vegetable,Cucumber,Microwave,50.7,43
1658,Fruit,Orange,Sun,31.7,1103
1659,Fruit,Banana,Vacuum,65.1,594
1660,Fruit,Lychee,Sun,44.5,1082
1661,Fruit,Sapota,Vacuum,51.9,456
1662,Fruit,Apple,Freeze-Drying,6.1,1279
1663,Vegetable,Bitter Gourd,Microwave,53.3,47
1664,Fruit,Mango,Vacuum,63.3,472
1665,Vegetable,Drumstick,Vacuum,33.4,630
1666,Vegetable,Spinach,Sun,41.7,1072
1667,Fruit,Pineapple,Freeze-Drying,17.0,1860
1668,Vegetable,Drumstick,Hot-Air,54.1,181
1669,Fruit,Pear,Microwave,61.9,49
1670,Fruit,Apricot,Sun,45.1,1064
1671,Vegetable,Radish,Microwave,77.3,90
1672,Fruit,Pineapple,Freeze-Drying,8.7,1684
1673,Fruit,Pineapple,Sun,52.1,609
1674,Fruit,Mango,Solar,48.4,1149
1675,Fruit,Apricot,Solar,57.0,920
1676,Vegetable,Eggplant,Hot-Air,70.7,302
1677,Fruit,Lychee,Sun,44.1,713
1678,Vegetable,Cucumber,Freeze-Drying,-18.6,679
1679,Fruit,Lemon,Microwave,64.2,77
1680,Vegetable,Beetroot,Solar,49.3,551
1681,Fruit,Apple,Sun,30.9,1156
1682,Fruit,Peach,Solar,41.9,1015
1683,Vegetable,Mushroom,Hot-Air,83.7,564
1684,Fruit,Jackfruit,Sun,46.7,1425
1685,Fruit,Lemon,Hot-Air,47.8,587
1686,Vegetable,Cucumber,Solar,51.2,1148
1687,Vegetable,Mushroom,Hot-Air,40.1,322
1688,Fruit,Lemon,Freeze-Drying,3.2,950
1689,Vegetable,Garlic,Freeze-Drying,-28.5,1696
1690,Fruit,Banana,Freeze-Drying,-6.6,1308
1691,Fruit,Sapota,Sun,37.6,970
1692,Fruit,Lychee,Solar,41.6,893
1693,Fruit,Plum,Vacuum,43.7,314
1694,Vegetable,Okra,Freeze-Drying,21.5,1151
1695,Fruit,Banana,Freeze-Drying,-3.0,874
1696,Fruit,Peach,Vacuum,53.1,714
1697,Fruit,Blueberry,Hot-Air,86.1,320
1698,Fruit,Peach,Microwave,56.4,22
1699,Fruit,Lemon,Sun,37.3,1083
1700,Vegetable,Mushroom,Vacuum,33.9,439
1701,Fruit,Peach,Sun,34.1,1318
1702,Fruit,Plum,Vacuum,36.6,800
1703,Fruit,Pineapple,Solar,57.6,1091
1704,Fruit,Mango,Hot-Air,49.5,305
1705,Fruit,Watermelon,Solar,36.5,1112
1706,Vegetable,Coriander Leaves,Sun,39.8,616
1707,Fruit,Fig,Vacuum,58.4,367
1708,Fruit,Pineapple,Vacuum,47.9,497
1709,Fruit,Pear,Vacuum,46.5,756
1710,Fruit,Lychee,Solar,35.5,998
1711,Vegetable,Carrot,Solar,36.9,666
1712,Vegetable,Ginger,Freeze-Drying,-20.4,1710
1713,Fruit,Dragon Fruit,Solar,35.6,584
1714,Vegetable,Chili Pepper,Microwave,67.1,56
1715,Fruit,Papaya,Sun,46.6,1420
1716,Vegetable,Tomato,Hot-Air,71.2,125
1717,Fruit,Watermelon,Sun,37.8,689
1718,Fruit,Apricot,Hot-Air,71.1,298
1719,Fruit,Papaya,Freeze-Drying,22.7,1395
1720,Vegetable,Carrot,Microwave,58.2,19
1721,Vegetable,Ginger,Hot-Air,47.0,529
1722,Fruit,Sapota,Freeze-Drying,24.8,849
1723,Vegetable,Potato,Microwave,52.0,72
1724,Vegetable,Bell Pepper,Hot-Air,75.3,569
1725,Vegetable,Beetroot,Freeze-Drying,-33.5,986
1726,Fruit,Apricot,Vacuum,53.1,456
1727,Vegetable,Pumpkin,Vacuum,30.6,760
1728,Vegetable,Tomato,Microwave,74.3,67
1729,Fruit,Guava,Sun,34.7,1325
1730,Fruit,Strawberry,Sun,33.6,1038
1731,Vegetable,Mint Leaves,Vacuum,67.0,408
1732,Fruit,Orange,Hot-Air,45.0,129
1733,Fruit,Apricot,Hot-Air,43.1,495
1734,Fruit,Strawberry,Freeze-Drying,-35.0,670
1735,Fruit,Dragon Fruit,Microwave,55.4,50
1736,Fruit,Strawberry,Sun,38.4,1253
1737,Vegetable,Spinach,Solar,56.0,1153
1738,Fruit,Sapota,Vacuum,50.5,364
1739,Fruit,Fig,Hot-Air,46.6,144
1740,Vegetable,Drumstick,Vacuum,38.8,533
1741,Vegetable,Radish,Microwave,60.1,73
1742,Vegetable,Ginger,Hot-Air,42.0,185
1743,Fruit,Orange,Sun,47.4,1462
1744,Fruit,Sapota,Freeze-Drying,5.5,1528
1745,Fruit,Lemon,Freeze-Drying,-34.5,1373
1746,Fruit,Dragon Fruit,Vacuum,49.6,304
1747,Fruit,Plum,Microwave,70.2,50
1748,Vegetable,Chili Pepper,Sun,36.9,970
1749,Fruit,Custard Apple,Vacuum,64.7,214
1750,Fruit,Apple,Microwave,66.5,64
1751,Fruit,Papaya,Freeze-Drying,-8.2,1243
1752,Vegetable,Eggplant,Sun,49.3,1093
1753,Vegetable,Radish,Hot-Air,60.4,314
1754,Fruit,Custard Apple,Hot-Air,41.0,261
1755,Fruit,Lemon,Sun,37.2,617
1756,Fruit,Pomegranate,Solar,45.1,1132
1757,Fruit,Pear,Sun,42.6,861
1758,Vegetable,Beetroot,Freeze-Drying,19.5,699
1759,Fruit,Cherry,Freeze-Drying,-25.1,1635
1760,Vegetable,Drumstick,Solar,48.6,995
1761,Vegetable,Eggplant,Solar,36.2,734
1762,Fruit,Peach,Freeze-Drying,-36.8,1407
1763,Fruit,Dragon Fruit,Vacuum,48.7,403
1764,Vegetable,Onion,Hot-Air,86.2,162
1765,Vegetable,Bitter Gourd,Vacuum,50.8,206
1766,Vegetable,Bitter Gourd,Hot-Air,88.2,392
1767,Fruit,Banana,Vacuum,58.3,388
1768,Fruit,Lychee,Microwave,61.1,67
1769,Fruit,Strawberry,Microwave,60.4,26
1770,Fruit,Lemon,Sun,40.1,1164
1771,Fruit,Apricot,Solar,38.7,874
1772,Fruit,Blueberry,Hot-Air,43.0,491
1773,Vegetable,Radish,Hot-Air,59.0,429
1774,Vegetable,Green Peas,Solar,55.1,1159
1775,Vegetable,Beetroot,Vacuum,34.7,639
1776,Vegetable,Bitter Gourd,Vacuum,30.8,402
1777,Vegetable,Potato,Hot-Air,51.6,342
1778,Vegetable,Drumstick,Freeze-Drying,-11.9,742
1779,Vegetable,Mushroom,Microwave,68.2,73
1780,Vegetable,Coriander Leaves,Freeze-Drying,23.5,1646
1781,Vegetable,Cauliflower,Hot-Air,45.2,121
1782,Fruit,Watermelon,Sun,40.6,813
1783,Vegetable,Potato,Sun,45.7,1397
1784,Vegetable,Drumstick,Solar,45.4,922
1785,Vegetable,Potato,Vacuum,31.8,577
1786,Vegetable,Tomato,Vacuum,47.5,551
1787,Vegetable,Bitter Gourd,Vacuum,49.1,501
1788,Fruit,Sapota,Vacuum,48.7,729
1789,Fruit,Papaya,Microwave,65.4,71
1790,Vegetable,Onion,Freeze-Drying,19.0,667
1791,Fruit,Plum,Sun,33.9,1214
1792,Fruit,Mango,Freeze-Drying,4.0,1279
1793,Fruit,Lemon,Hot-Air,85.8,389
1794,Vegetable,Carrot,Freeze-Drying,-18.1,642
1795,Fruit,Custard Apple,Hot-Air,40.3,256
1796,Fruit,Papaya,Microwave,70.1,57
1797,Vegetable,Pumpkin,Sun,55.0,1426
1798,Fruit,Lychee,Microwave,69.3,54
1799,Vegetable,Ginger,Sun,46.3,917
1800,Vegetable,Mushroom,Hot-Air,74.6,343
1801,Vegetable,Okra,Vacuum,32.8,675
1802,Fruit,Blueberry,Vacuum,63.5,608
1803,Vegetable,Tomato,Hot-Air,62.2,372
1804,Vegetable,Mint Leaves,Sun,32.1,1379
1805,Vegetable,Radish,Freeze-Drying,1.4,1799
1806,Fruit,Pear,Solar,47.8,877
1807,Fruit,Peach,Solar,48.0,900
1808,Vegetable,Onion,Sun,51.3,954
1809,Vegetable,Cabbage,Sun,37.1,1059
1810,Fruit,Peach,Sun,51.3,1124
1811,Fruit,Pomegranate,Vacuum,31.9,306
1812,Fruit,Dragon Fruit,Freeze-Drying,-35.8,999
1813,Fruit,Fig,Solar,52.5,763
1814,Vegetable,Spinach,Microwave,59.6,74
1815,Fruit,Banana,Hot-Air,65.8,283
1816,Vegetable,Garlic,Vacuum,53.9,526
1817,Vegetable,Eggplant,Microwave,54.3,75
1818,Fruit,Peach,Hot-Air,64.3,161
1819,Vegetable,Cabbage,Sun,39.6,1340
1820,Vegetable,Okra,Freeze-Drying,-35.4,1956
1821,Fruit,Pineapple,Freeze-Drying,27.3,664
1822,Vegetable,Okra,Sun,51.4,927
1823,Vegetable,Okra,Hot-Air,59.0,196
1824,Vegetable,Carrot,Freeze-Drying,-18.1,827
1825,Fruit,Lychee,Vacuum,54.8,543
1826,Fruit,Lemon,Vacuum,54.4,251
1827,Fruit,Mango,Freeze-Drying,-24.3,1119
1828,Fruit,Banana,Freeze-Drying,15.6,1002
1829,Fruit,Pear,Solar,63.5,869
1830,Fruit,Strawberry,Microwave,67.8,77
1831,Vegetable,Bitter Gourd,Solar,37.0,875
1832,Vegetable,Cauliflower,Hot-Air,44.8,358
1833,Vegetable,Bitter Gourd,Solar,50.1,875
1834,Vegetable,Drumstick,Freeze-Drying,27.2,1910
1835,Fruit,Jackfruit,Freeze-Drying,-2.7,1534
1836,Fruit,Lychee,Solar,56.8,638
1837,Fruit,Apricot,Hot-Air,44.8,516
1838,Vegetable,Ginger,Hot-Air,48.9,238
1839,Fruit,Pineapple,Solar,38.2,868
1840,Fruit,Guava,Sun,37.3,901
1841,Vegetable,Mint Leaves,Hot-Air,46.0,452
1842,Fruit,Watermelon,Microwave,63.9,29
1843,Vegetable,Chili Pepper,Freeze-Drying,24.1,716
1844,Vegetable,Chili Pepper,Sun,51.0,1028
1845,Fruit,Pomegranate,Hot-Air,64.1,571
1846,Vegetable,Pumpkin,Sun,36.0,853
1847,Fruit,Watermelon,Sun,33.1,909
1848,Vegetable,Carrot,Hot-Air,78.8,595
1849,Vegetable,Ginger,Hot-Air,42.5,146
1850,Fruit,Mango,Hot-Air,45.4,357
1851,Fruit,Peach,Solar,56.8,1099
1852,Fruit,Mango,Vacuum,55.2,701
1853,Vegetable,Chili Pepper,Sun,48.7,933
1854,Vegetable,Spinach,Vacuum,43.1,289
1855,Fruit,Kiwi,Vacuum,58.4,301
1856,Fruit,Grapes,Vacuum,61.2,637
1857,Fruit,Pear,Hot-Air,51.7,190
1858,Vegetable,Green Peas,Hot-Air,47.7,444
1859,Vegetable,Cauliflower,Vacuum,65.8,380
1860,Vegetable,Carrot,Microwave,66.5,55
1861,Vegetable,Radish,Hot-Air,75.1,131
1862,Fruit,Pineapple,Freeze-Drying,26.4,1545
1863,Vegetable,Bell Pepper,Hot-Air,48.9,374
1864,Fruit,Plum,Vacuum,62.2,450
1865,Vegetable,Eggplant,Sun,32.0,738
1866,Vegetable,Eggplant,Sun,41.9,811
1867,Vegetable,Eggplant,Vacuum,67.5,341
1868,Vegetable,Broccoli,Microwave,64.3,49
1869,Vegetable,Cucumber,Vacuum,54.5,248
1870,Fruit,Orange,Hot-Air,51.3,302
1871,Fruit,Kiwi,Hot-Air,45.5,340
1872,Vegetable,Cauliflower,Vacuum,30.7,213
1873,Fruit,Jackfruit,Microwave,58.2,53
1874,Fruit,Papaya,Freeze-Drying,3.3,733
1875,Fruit,Plum,Sun,53.8,1206
1876,Vegetable,Broccoli,Freeze-Drying,20.1,962
1877,Fruit,Banana,Hot-Air,62.7,175
1878,Fruit,Plum,Sun,39.8,923
1879,Vegetable,Carrot,Sun,53.5,1224
1880,Vegetable,Mushroom,Sun,35.9,1358
1881,Vegetable,Bitter Gourd,Vacuum,52.9,309
1882,Fruit,Blueberry,Freeze-Drying,-29.5,1308
1883,Fruit,Banana,Vacuum,69.2,618
1884,Vegetable,Drumstick,Hot-Air,76.9,331
1885,Vegetable,Carrot,Solar,55.3,1006
1886,Vegetable,Coriander Leaves,Hot-Air,51.0,437
1887,Fruit,Pear,Solar,63.2,557
1888,Vegetable,Mushroom,Vacuum,43.8,576
1889,Vegetable,Drumstick,Vacuum,44.7,675
1890,Fruit,Custard Apple,Freeze-Drying,-37.9,1809
1891,Vegetable,Pumpkin,Sun,34.7,856
1892,Vegetable,Mushroom,Microwave,54.0,31
1893,Fruit,Pomegranate,Solar,50.3,803
1894,Vegetable,Drumstick,Microwave,55.7,61
1895,Vegetable,Drumstick,Solar,62.7,670
1896,Vegetable,Mushroom,Solar,57.7,865
1897,Vegetable,Tomato,Sun,49.0,1123
1898,Vegetable,Green Peas,Solar,35.1,874
1899,Vegetable,Onion,Vacuum,39.2,611
1900,Vegetable,Drumstick,Sun,53.0,788
1901,Fruit,Orange,Solar,45.8,597
1902,Fruit,Pear,Sun,42.9,886
1903,Fruit,Plum,Solar,62.4,542
1904,Vegetable,Coriander Leaves,Sun,44.7,664
1905,Fruit,Pineapple,Sun,30.8,1057
1906,Vegetable,Broccoli,Vacuum,59.4,545
1907,Vegetable,Drumstick,Solar,46.1,628
1908,Fruit,Dragon Fruit,Freeze-Drying,-13.8,1870
1909,Fruit,Custard Apple,Hot-Air,82.5,334
1910,Fruit,Pineapple,Vacuum,36.4,749
1911,Vegetable,Mushroom,Freeze-Drying,-39.2,1403
1912,Fruit,Cherry,Microwave,79.5,80
1913,Vegetable,Cauliflower,Hot-Air,59.6,305
1914,Vegetable,Pumpkin,Microwave,67.6,52
1915,Vegetable,Garlic,Freeze-Drying,-11.2,1947
1916,Vegetable,Cauliflower,Solar,64.4,581
1917,Fruit,Watermelon,Microwave,69.9,51
1918,Vegetable,Onion,Vacuum,57.0,591
1919,Vegetable,Bitter Gourd,Freeze-Drying,22.0,909
1920,Vegetable,Cauliflower,Solar,46.6,1082
1921,Fruit,Apricot,Solar,57.5,521
1922,Fruit,Dragon Fruit,Microwave,58.4,56
1923,Vegetable,Bell Pepper,Hot-Air,59.7,291
1924,Fruit,Strawberry,Sun,53.1,946
1925,Vegetable,Broccoli,Solar,64.8,1171
1926,Fruit,Lychee,Vacuum,60.2,281
1927,Fruit,Fig,Sun,30.6,1457
1928,Fruit,Plum,Freeze-Drying,-36.2,878
1929,Fruit,Jackfruit,Sun,50.2,1288
1930,Fruit,Fig,Sun,39.5,984
1931,Fruit,Grapes,Solar,63.6,707
1932,Fruit,Guava,Microwave,57.3,32
1933,Vegetable,Ginger,Solar,45.0,890
1934,Vegetable,Spinach,Microwave,72.6,83
1935,Vegetable,Cucumber,Sun,54.6,959
1936,Vegetable,Potato,Microwave,79.3,18
1937,Fruit,Guava,Solar,38.9,733
1938,Fruit,Fig,Hot-Air,72.7,131
1939,Fruit,Orange,Freeze-Drying,21.8,856
1940,Vegetable,Spinach,Freeze-Drying,-7.5,1308
1941,Fruit,Dragon Fruit,Hot-Air,47.5,404
1942,Fruit,Pomegranate,Sun,36.8,695
1943,Vegetable,Mint Leaves,Sun,32.3,1340
1944,Vegetable,Carrot,Microwave,59.1,31
1945,Vegetable,Cabbage,Microwave,78.5,28
1946,Fruit,Mango,Hot-Air,66.8,279
1947,Fruit,Banana,Vacuum,65.9,702
1948,Vegetable,Chili Pepper,Solar,58.0,627
1949,Vegetable,Cauliflower,Solar,47.6,873
1950,Vegetable,Eggplant,Hot-Air,47.1,179
1951,Vegetable,Cabbage,Microwave,75.4,72
1952,Vegetable,Cabbage,Freeze-Drying,-13.9,921
1953,Fruit,Apple,Vacuum,67.9,525
1954,Fruit,Jackfruit,Freeze-Drying,7.9,1089
1955,Vegetable,Bell Pepper,Sun,30.0,1356
1956,Vegetable,Cauliflower,Freeze-Drying,0.8,1786
1957,Fruit,Pomegranate,Vacuum,37.7,275
1958,Fruit,Peach,Freeze-Drying,-0.7,1738
1959,Vegetable,Bitter Gourd,Hot-Air,40.0,190
1960,Fruit,Apricot,Microwave,50.3,77
1961,Fruit,Blueberry,Vacuum,62.2,320
1962,Vegetable,Potato,Sun,46.8,1476
1963,Fruit,Pear,Vacuum,34.5,225
1964,Fruit,Pear,Freeze-Drying,4.9,671
1965,Fruit,Lemon,Sun,35.5,888
1966,Fruit,Lychee,Hot-Air,56.9,245
1967,Vegetable,Onion,Solar,49.3,963
1968,Fruit,Peach,Solar,62.2,763
1969,Vegetable,Carrot,Sun,40.9,1272
1970,Vegetable,Spinach,Solar,49.9,653
1971,Vegetable,Green Peas,Solar,63.1,969
1972,Vegetable,Carrot,Solar,53.6,813
1973,Fruit,Apple,Solar,58.2,750
1974,Fruit,Custard Apple,Solar,48.7,1010
1975,Fruit,Apricot,Vacuum,43.9,499
1976,Vegetable,Potato,Hot-Air,43.4,544
1977,Fruit,Papaya,Solar,41.6,1191
1978,Fruit,Mango,Vacuum,52.6,207
1979,Fruit,Banana,Freeze-Drying,-19.9,1579
1980,Vegetable,Drumstick,Vacuum,39.8,643
1981,Fruit,Apricot,Solar,54.9,1073
1982,Fruit,Custard Apple,Solar,61.4,604
1983,Vegetable,Bitter Gourd,Solar,40.6,902
1984,Fruit,Apple,Microwave,72.0,16
1985,Fruit,Fig,Sun,41.1,1067
1986,Vegetable,Mushroom,Hot-Air,47.4,371
1987,Fruit,Lemon,Sun,40.6,1445
1988,Fruit,Guava,Sun,46.7,1118
1989,Fruit,Orange,Hot-Air,68.8,480
1990,Fruit,Kiwi,Hot-Air,62.9,167
1991,Vegetable,Tomato,Solar,47.8,997
1992,Vegetable,Chili Pepper,Freeze-Drying,8.6,872
1993,Fruit,Sapota,Microwave,66.4,41
1994,Fruit,Peach,Solar,50.9,564
1995,Fruit,Pineapple,Microwave,67.9,58
1996,Vegetable,Ginger,Hot-Air,64.6,436
1997,Vegetable,Beetroot,Solar,49.9,645
1998,Vegetable,Pumpkin,Vacuum,65.5,206
1999,Vegetable,Pumpkin,Freeze-Drying,28.0,1634
2000,Vegetable,Cabbage,Sun,49.4,1315
2001,Fruit,Cherry,Hot-Air,87.5,472
2002,Fruit,Cherry,Freeze-Drying,28.2,1301
2003,Vegetable,Onion,Microwave,59.8,62
2004,Fruit,Lemon,Sun,31.7,871
2005,Vegetable,Radish,Freeze-Drying,14.9,1507
2006,Vegetable,Pumpkin,Solar,45.2,958
2007,Vegetable,Radish,Vacuum,31.0,310
2008,Fruit,Grapes,Hot-Air,89.7,534
2009,Fruit,Pomegranate,Vacuum,46.1,633
2010,Fruit,Apricot,Freeze-Drying,19.2,1309
2011,Fruit,Plum,Microwave,72.9,84
2012,Fruit,Guava,Hot-Air,49.5,492
2013,Vegetable,Eggplant,Hot-Air,89.7,182
2014,Fruit,Fig,Hot-Air,59.0,321
2015,Vegetable,Carrot,Microwave,54.9,15
2016,Vegetable,Bell Pepper,Sun,42.2,1084
2017,Vegetable,Garlic,Vacuum,68.6,710
2018,Vegetable,Okra,Sun,33.8,1450
2019,Fruit,Plum,Sun,32.4,1024
2020,Vegetable,Bitter Gourd,Solar,53.4,960
2021,Vegetable,Radish,Solar,41.1,718
2022,Fruit,Sapota,Sun,45.0,1105
2023,Vegetable,Okra,Solar,63.5,938
2024,Fruit,Cherry,Vacuum,56.5,534
2025,Vegetable,Cauliflower,Freeze-Drying,-10.7,1883
2026,Fruit,Custard Apple,Hot-Air,87.7,314
2027,Fruit,Sapota,Hot-Air,52.6,445
2028,Vegetable,Cauliflower,Solar,52.9,657
2029,Fruit,Banana,Freeze-Drying,-23.5,1142
2030,Vegetable,Carrot,Vacuum,47.1,567
2031,Fruit,Orange,Microwave,53.3,88
2032,Vegetable,Broccoli,Microwave,78.9,16
2033,Vegetable,Broccoli,Hot-Air,84.4,307
2034,Vegetable,Mint Leaves,Freeze-Drying,-14.9,1103
2035,Vegetable,Pumpkin,Microwave,56.8,52
2036,Vegetable,Broccoli,Microwave,68.0,62
2037,Fruit,Pomegranate,Freeze-Drying,-11.0,1238
2038,Vegetable,Drumstick,Freeze-Drying,14.4,1392
2039,Fruit,Lychee,Vacuum,41.0,601
2040,Vegetable,Tomato,Solar,44.5,845
2041,Vegetable,Radish,Solar,57.7,950
2042,Fruit,Peach,Microwave,59.1,26
2043,Vegetable,Potato,Microwave,61.5,56
2044,Vegetable,Cabbage,Hot-Air,51.5,219
2045,Fruit,Peach,Solar,45.1,1089
2046,Fruit,Grapes,Freeze-Drying,14.9,618
2047,Fruit,Pineapple,Microwave,52.4,73
2048,Fruit,Grapes,Microwave,67.7,29
2049,Fruit,Guava,Freeze-Drying,23.6,1785
2050,Fruit,Blueberry,Freeze-Drying,9.8,1915
2051,Fruit,Blueberry,Microwave,66.2,42
2052,Fruit,Orange,Hot-Air,79.4,557
2053,Vegetable,Ginger,Microwave,61.0,12
2054,Fruit,Lychee,Sun,39.8,1119
2055,Fruit,Lemon,Freeze-Drying,-12.0,1586
2056,Vegetable,Cauliflower,Solar,40.9,857
2057,Vegetable,Cabbage,Vacuum,32.7,437
2058,Vegetable,Drumstick,Freeze-Drying,-34.9,1500
2059,Fruit,Lemon,Sun,36.3,1072
2060,Fruit,Watermelon,Microwave,53.4,40
2061,Fruit,Banana,Sun,33.4,1454
2062,Vegetable,Cabbage,Microwave,67.0,36
2063,Vegetable,Radish,Hot-Air,57.1,271
2064,Fruit,Pineapple,Freeze-Drying,18.9,1139
2065,Vegetable,Radish,Microwave,59.4,75
2066,Fruit,Peach,Vacuum,61.7,641
2067,Fruit,Lychee,Freeze-Drying,-8.2,1374
2068,Vegetable,Broccoli,Freeze-Drying,-38.7,736
2069,Vegetable,Drumstick,Hot-Air,74.6,414
2070,Fruit,Grapes,Solar,37.4,873
2071,Vegetable,Green Peas,Solar,56.3,1136
2072,Fruit,Custard Apple,Hot-Air,60.9,282
2073,Fruit,Apple,Freeze-Drying,3.2,1418
2074,Fruit,Lemon,Freeze-Drying,1.8,1432
2075,Vegetable,Drumstick,Freeze-Drying,24.0,902
2076,Vegetable,Cauliflower,Vacuum,60.6,764
2077,Vegetable,Carrot,Solar,63.3,1100
2078,Vegetable,Mint Leaves,Vacuum,52.4,460
2079,Fruit,Pear,Microwave,51.6,85
2080,Vegetable,Coriander Leaves,Vacuum,30.7,579
2081,Fruit,Apricot,Freeze-Drying,8.6,1759
2082,Fruit,Pomegranate,Solar,47.2,1167
2083,Vegetable,Bitter Gourd,Microwave,62.6,78
2084,Vegetable,Bitter Gourd,Hot-Air,62.6,478
2085,Vegetable,Cabbage,Vacuum,40.2,726
2086,Fruit,Banana,Solar,39.0,510
2087,Fruit,Pear,Microwave,60.7,20
2088,Fruit,Apple,Microwave,60.4,45
2089,Vegetable,Potato,Freeze-Drying,7.2,1335
2090,Vegetable,Beetroot,Sun,41.1,699
2091,Vegetable,Onion,Freeze-Drying,-28.6,1066
2092,Vegetable,Bell Pepper,Freeze-Drying,13.3,992
2093,Fruit,Apricot,Vacuum,39.7,568
2094,Vegetable,Eggplant,Solar,61.3,1060
2095,Vegetable,Mint Leaves,Sun,43.0,832
2096,Vegetable,Green Peas,Solar,60.5,949
2097,Vegetable,Cucumber,Microwave,50.2,80
2098,Fruit,Pear,Vacuum,44.1,478
2099,Vegetable,Garlic,Solar,37.1,1099
2100,Vegetable,Mushroom,Sun,35.5,1098
2101,Fruit,Lemon,Freeze-Drying,23.1,1234
2102,Vegetable,Onion,Microwave,79.9,21
2103,Vegetable,Potato,Vacuum,39.3,378
2104,Vegetable,Tomato,Hot-Air,53.6,456
2105,Fruit,Plum,Hot-Air,88.8,226
2106,Fruit,Jackfruit,Sun,30.7,691
2107,Vegetable,Ginger,Freeze-Drying,-20.6,1139
2108,Vegetable,Mint Leaves,Microwave,58.0,82
2109,Fruit,Peach,Solar,62.5,1098
2110,Vegetable,Green Peas,Vacuum,31.3,543
2111,Fruit,Papaya,Microwave,61.3,65
2112,Vegetable,Spinach,Solar,36.7,685
2113,Vegetable,Cabbage,Solar,41.4,1010
2114,Vegetable,Onion,Solar,64.9,481
2115,Fruit,Mango,Hot-Air,79.4,359
2116,Vegetable,Onion,Hot-Air,56.5,192
2117,Vegetable,Bell Pepper,Hot-Air,50.3,215
2118,Fruit,Pear,Microwave,75.4,20
2119,Vegetable,Bell Pepper,Microwave,64.8,86
2120,Vegetable,Coriander Leaves,Sun,46.5,1366
2121,Vegetable,Beetroot,Vacuum,35.2,745
2122,Vegetable,Cabbage,Hot-Air,71.7,561
2123,Fruit,Plum,Solar,37.4,502
2124,Fruit,Dragon Fruit,Sun,41.5,1173
2125,Vegetable,Chili Pepper,Solar,59.6,1123
2126,Fruit,Strawberry,Vacuum,33.4,347
2127,Vegetable,Onion,Solar,47.0,859
2128,Vegetable,Cucumber,Freeze-Drying,-28.6,826
2129,Fruit,Papaya,Vacuum,68.4,243
2130,Vegetable,Tomato,Freeze-Drying,15.3,1345
2131,Fruit,Pear,Microwave,73.3,13
2132,Vegetable,Cucumber,Sun,42.2,1300
2133,Fruit,Sapota,Freeze-Drying,-23.8,1992
2134,Fruit,Pear,Solar,53.7,519
2135,Vegetable,Tomato,Vacuum,64.3,375
2136,Fruit,Banana,Hot-Air,62.3,182
2137,Fruit,Banana,Freeze-Drying,21.9,1731
2138,Fruit,Orange,Sun,52.1,944
2139,Fruit,Blueberry,Microwave,73.5,83
2140,Fruit,Orange,Vacuum,40.8,379
2141,Vegetable,Cabbage,Microwave,63.7,84
2142,Fruit,Banana,Vacuum,67.4,521
2143,Vegetable,Cucumber,Freeze-Drying,23.9,1826
2144,Fruit,Watermelon,Solar,63.6,1004
2145,Fruit,Apple,Solar,64.2,707
2146,Fruit,Lemon,Hot-Air,52.1,257
2147,Fruit,Plum,Solar,35.3,898
2148,Vegetable,Cauliflower,Hot-Air,45.2,351
2149,Fruit,Guava,Solar,44.8,942
2150,Vegetable,Pumpkin,Hot-Air,67.0,350
2151,Fruit,Watermelon,Solar,49.1,517
2152,Vegetable,Cucumber,Freeze-Drying,-1.7,907
2153,Fruit,Strawberry,Hot-Air,42.7,151
2154,Vegetable,Eggplant,Microwave,76.5,90
2155,Vegetable,Okra,Freeze-Drying,-7.5,619
2156,Fruit,Sapota,Freeze-Drying,19.1,634
2157,Fruit,Kiwi,Vacuum,55.8,525
2158,Vegetable,Mushroom,Sun,53.0,809
2159,Vegetable,Beetroot,Sun,37.9,1153
